PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Age_na
816,0,0.0,0.0,0.0,0.29408798689020543,0.0,0.0,0.0,0.0,1.0,0.0,1.0
878,0,1.0,0.0,0.0,0.23106012857683098,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,0.0
194,1,0.5,0.0,0.0,0.02937098197403252,0.125,0.16666666666666666,0.0,0.050748620223090936,1.0,0.0,0.0
524,1,0.0,0.0,1.0,0.5461994201437035,0.0,0.16666666666666666,0.0,0.11316786160148591,1.0,0.6666666666666666,0.0
635,0,1.0,0.0,1.0,0.10500441195008194,0.375,0.3333333333333333,0.0,0.05445717323939373,0.0,0.0,0.0
532,0,1.0,0.0,0.0,0.29408798689020543,0.0,0.0,0.0,0.014110458666029575,0.0,0.6666666666666666,1.0
248,1,0.5,0.0,1.0,0.29408798689020543,0.0,0.3333333333333333,0.0,0.028302115124416098,0.0,0.0,0.0
267,0,1.0,0.0,0.0,0.19324341358880626,0.5,0.16666666666666666,0.0,0.07746484096553544,0.0,0.0,0.0
695,0,0.0,0.0,0.0,0.747888566746502,0.0,0.0,0.0,0.051822148727810165,0.0,0.0,0.0
682,1,0.0,0.0,0.0,0.3319047018782302,0.0,0.0,0.0,0.1497654242623688,1.0,0.6666666666666666,0.0
684,0,1.0,0.0,0.0,0.16803227026345646,0.625,0.3333333333333333,0.0,0.09154270340242172,0.0,0.0,0.0
250,0,0.5,0.0,0.0,0.6722551367704526,0.125,0.0,0.0,0.050748620223090936,0.0,0.0,0.0
716,0,1.0,0.0,0.0,0.23106012857683098,0.0,0.0,0.0,0.014931805565640218,1.0,0.0,0.0
176,0,1.0,0.0,0.0,0.21845455691415605,0.125,0.16666666666666666,0.0,0.015330377421392339,0.0,0.0,0.0
252,0,1.0,0.0,1.0,0.35711584520358,0.125,0.16666666666666666,0.0,0.02042143996477265,1.0,0.0,0.0
280,1,1.0,0.0,1.0,0.43274927517962936,0.125,0.16666666666666666,0.0,0.03952536767375352,0.0,0.0,0.0
400,1,0.5,0.0,1.0,0.3445102735409051,0.0,0.0,0.0,0.02469115560854232,0.0,0.0,0.0
639,0,1.0,0.0,1.0,0.5083827051556787,0.0,0.8333333333333333,0.0,0.07746484096553544,0.0,0.0,0.0
729,0,0.5,0.0,0.0,0.30669355855288033,0.125,0.0,0.0,0.050748620223090936,0.0,0.0,0.0
613,1,1.0,0.0,1.0,0.29408798689020543,0.125,0.0,0.0,0.030253985132996517,0.0,0.3333333333333333,1.0
772,0,1.0,0.0,0.0,0.5966217067944031,0.0,0.0,0.0,0.015330377421392339,0.0,0.0,0.0
357,1,0.0,0.0,1.0,0.26887684356485564,0.0,0.16666666666666666,0.0,0.10735285047192313,1.0,0.0,0.0
839,1,1.0,0.0,0.0,0.39493256019160466,0.0,0.0,0.0,0.11027245763075773,0.0,0.0,0.0
565,0,1.0,0.0,1.0,0.29408798689020543,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
391,1,0.0,0.0,0.0,0.44535484684230425,0.125,0.3333333333333333,0.0,0.23422440102965048,1.0,0.0,0.0
636,1,0.5,0.0,1.0,0.3445102735409051,0.0,0.0,0.0,0.025374310111545468,0.0,0.0,0.0
143,1,1.0,0.0,1.0,0.29408798689020543,0.125,0.0,0.0,0.030937139635999665,0.0,0.0,0.0
701,1,0.0,0.0,1.0,0.21845455691415605,0.125,0.0,0.0,0.4440992237022602,1.0,0.6666666666666666,0.0
562,0,1.0,0.0,0.0,0.4957771334930039,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,0.0
441,1,0.5,0.0,1.0,0.5588049918063784,0.125,0.16666666666666666,0.0,0.05123658772523604,0.0,0.0,0.0
644,1,1.0,0.0,0.0,0.29408798689020543,0.0,0.0,0.0,0.11027245763075773,0.0,0.0,1.0
6,0,1.0,0.0,0.0,0.29408798689020543,0.0,0.0,0.0,0.01650950209357577,0.0,0.3333333333333333,1.0
726,0,1.0,0.0,0.0,0.24366570023950587,0.0,0.0,0.0,0.016908073949327893,0.0,0.0,0.0
823,0,0.0,0.0,0.0,0.4705659901676541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,1.0,0.0,0.0,0.40753813185427956,0.0,0.0,0.0,0.016891873428256675,0.0,0.0,0.0
488,0,0.0,0.0,0.0,0.7226774234211522,0.0,0.0,0.0,0.057970539254838485,1.0,0.6666666666666666,0.0
523,0,1.0,0.0,0.0,0.29408798689020543,0.0,0.0,0.0,0.014102260811993537,0.0,0.6666666666666666,1.0
268,1,1.0,0.0,0.0,0.30669355855288033,0.125,0.0,0.0,0.015175789316712771,0.0,0.0,0.0
414,0,0.5,0.0,0.0,0.29408798689020543,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,0,0.5,0.0,0.0,0.6344384217824278,0.0,0.0,0.0,0.02444717185746977,0.0,0.0,0.0
502,0,1.0,0.0,1.0,0.25627127190218074,0.0,0.0,0.0,0.015126992566498259,0.0,0.3333333333333333,0.0
495,0,1.0,0.0,0.0,0.25627127190218074,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.0
785,0,1.0,0.0,0.0,0.30669355855288033,0.0,0.0,0.0,0.013760683560491965,0.0,0.0,0.0
114,0,1.0,0.0,1.0,0.24366570023950587,0.125,0.0,0.0,0.019177122834302632,0.0,0.0,0.0
546,0,0.0,0.0,0.0,0.7983108533972015,0.0,0.0,0.0,0.050748620223090936,0.0,0.0,0.0
38,0,1.0,0.0,0.0,0.25627127190218074,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.0
215,0,1.0,0.0,0.0,0.29408798689020543,0.125,0.0,0.0,0.015126992566498259,0.0,0.3333333333333333,1.0
41,0,1.0,0.0,1.0,0.4957771334930039,0.125,0.0,0.0,0.018493968331299484,0.0,0.0,0.0
237,0,0.5,0.0,0.0,0.5461994201437035,0.125,0.0,0.0,0.050748620223090936,0.0,0.0,0.0
659,0,0.5,0.0,0.0,0.28148241522753054,0.0,0.0,0.0,0.025374310111545468,0.0,0.0,0.0
343,0,0.5,0.0,0.0,0.3445102735409051,0.0,0.0,0.0,0.025374310111545468,0.0,0.0,0.0
413,1,0.0,0.0,1.0,0.40753813185427956,0.125,0.0,0.0,0.17566830077223786,1.0,0.3333333333333333,0.0
512,0,1.0,0.0,0.0,0.29408798689020543,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
655,0,1.0,0.0,1.0,0.21845455691415605,0.0,0.0,0.0,0.013175122557917838,0.0,0.3333333333333333,0.0
597,1,0.5,0.0,1.0,0.29408798689020543,0.0,0.0,0.0,0.06441171028315387,0.0,0.0,1.0
